id;codigo;descripcion;tipo;acabado;numero;vs;proveedor;longitud;ancho;alto;necesarias;stock;faltan;ped_min;emba;pedido;importe;qr;nombre;tipo_material;unidad;stock_actual;stock_minimo;ubicacion;imagen_referencia
1852;597.016.098;Prolongador de marco 20 Bco-Black S/ Black S Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.016.098;Material importado;Aluminio;unidad;;0;;
1853;597.016.100;Prolongador de marco 20 Bco-Bco/Black S Pres. 6 m.;;Bco-Bco/Black;;;;6.0;;;0;;0;0;;;0;QR-597.016.100;Material importado;Aluminio;unidad;;0;;
1854;597.016.101;Prolongador de marco 20 Bco-Black S/ Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.016.101;Material importado;Aluminio;unidad;;0;;
1855;561.543.701;Prolongador de marco 40 Blanco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-561.543.701;Material importado;Aluminio;unidad;;0;;
1856;597.283.092;Prolongador de marco 40 Bco-Rob/Rob Pres. 6 m.;;Bco-Rob/Rob;;;;6.0;;;0;;0;0;;;0;QR-597.283.092;Material importado;Aluminio;unidad;;0;;
1857;597.283.091;Prolongador de marco 40 Bco-Bco/Rob Pres. 6 m.;;Bco-Bco/Rob;;;;6.0;;;0;;0;0;;;0;QR-597.283.091;Material importado;Aluminio;unidad;;0;;
1858;597.283.040;Prolongador de marco 40 Bco-Rob/Bco Pres. 6 m.;;Bco-Rob/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.040;Material importado;Aluminio;unidad;;0;;
1859;597.283.096;Prolongador de marco 40 Bco-Ant L/Ant L Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.096;Material importado;Aluminio;unidad;;0;;
1860;597.283.097;Prolongador de marco 40 Bco-Bco/Ant L Pres. 6 m.;;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-597.283.097;Material importado;Aluminio;unidad;;0;;
1861;597.283.738;Prolongador de marco 40 Bco-Ant L/Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.738;Material importado;Aluminio;unidad;;0;;
1862;597.283.094;Prolongador de marco 40 Bco-B.Brow/B.Brow Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.094;Material importado;Aluminio;unidad;;0;;
1863;597.283.095;Prolongador de marco 40 Bco-Bco/B.Brow Pres. 6 m.;;Bco-Bco/B;;;;6.0;;;0;;0;0;;;0;QR-597.283.095;Material importado;Aluminio;unidad;;0;;
1864;597.283.638;Prolongador de marco 40 Bco-B.Brow/Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.638;Material importado;Aluminio;unidad;;0;;
1865;597.283.089;Prolongador de marco 40 Bco-Nog/Nog Pres. 6 m.;;Bco-Nog/Nog;;;;6.0;;;0;;0;0;;;0;QR-597.283.089;Material importado;Aluminio;unidad;;0;;
1866;597.283.090;Prolongador de marco 40 Bco-Bco/Nog Pres. 6 m.;;Bco-Bco/Nog;;;;6.0;;;0;;0;0;;;0;QR-597.283.090;Material importado;Aluminio;unidad;;0;;
1867;597.283.070;Prolongador de marco 40 Bco-Nog/Bco Pres. 6 m.;;Bco-Nog/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.070;Material importado;Aluminio;unidad;;0;;
1868;597.283.087;Prolongador de marco 40 Bco-Win/Win Pres. 6 m.;;Bco-Win/Win;;;;6.0;;;0;;0;0;;;0;QR-597.283.087;Material importado;Aluminio;unidad;;0;;
1869;597.283.088;Prolongador de marco 40 Bco-Bco/Win Pres. 6 m.;;Bco-Bco/Win;;;;6.0;;;0;;0;0;;;0;QR-597.283.088;Material importado;Aluminio;unidad;;0;;
1870;597.283.073;Prolongador de marco 40 Bco-Win/Bco Pres. 6 m.;;Bco-Win/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.073;Material importado;Aluminio;unidad;;0;;
1871;597.283.074;Prolongador de marco 40 Bco-Mon/Mon Pres. 6 m.;;Bco-Mon/Mon;;;;6.0;;;0;;0;0;;;0;QR-597.283.074;Material importado;Aluminio;unidad;;0;;
1872;597.283.075;Prolongador de marco 40 Bco-Bco/Mon Pres. 6 m.;;Bco-Bco/Mon;;;;6.0;;;0;;0;0;;;0;QR-597.283.075;Material importado;Aluminio;unidad;;0;;
1873;597.283.076;Prolongador de marco 40 Bco-Mon/Bco Pres. 6 m.;;Bco-Mon/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.076;Material importado;Aluminio;unidad;;0;;
1874;597.283.077;Prolongador de marco 40 Bco-Negro M./Negro M. Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.077;Material importado;Aluminio;unidad;;0;;
1875;597.283.078;Prolongador de marco 40 Bco-Bco/Negro M. Pres. 6 m.;;Bco-Bco/Negro;;;;6.0;;;0;;0;0;;;0;QR-597.283.078;Material importado;Aluminio;unidad;;0;;
1876;597.283.078;Prolongador de marco 40 Bco-Negro M./Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.078;Material importado;Aluminio;unidad;;0;;
1877;597.283.080;Prolongador de marco 40 Bco-Turn/Turn Pres. 6 m.;;Bco-Turn/Turn;;;;6.0;;;0;;0;0;;;0;QR-597.283.080;Material importado;Aluminio;unidad;;0;;
1878;597.283.082;Prolongador de marco 40 Bco-Bco/Turn Pres. 6 m.;;Bco-Bco/Turn;;;;6.0;;;0;;0;0;;;0;QR-597.283.082;Material importado;Aluminio;unidad;;0;;
1879;597.283.082;Prolongador de marco 40 Bco-Turn/Bco Pres. 6 m.;;Bco-Turn/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.082;Material importado;Aluminio;unidad;;0;;
1880;597.283.079;Prolongador de marco 40 Bco-Sheff A./Sheff A. Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.079;Material importado;Aluminio;unidad;;0;;
1881;597.283.081;Prolongador de marco 40 Bco-Bco/Sheff A. Pres. 6 m.;;Bco-Bco/Sheff;;;;6.0;;;0;;0;0;;;0;QR-597.283.081;Material importado;Aluminio;unidad;;0;;
1882;597.283.081;Prolongador de marco 40 Bco-Sheff A./Bco. Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.081;Material importado;Aluminio;unidad;;0;;
1883;597.283.085;Prolongador de marco 40 Bco-Hab/Hab Pres. 6 m.;;Bco-Hab/Hab;;;;6.0;;;0;;0;0;;;0;QR-597.283.085;Material importado;Aluminio;unidad;;0;;
1884;597.283.086;Prolongador de marco 40 Bco-Bco/Hab Pres. 6 m.;;Bco-Bco/Hab;;;;6.0;;;0;;0;0;;;0;QR-597.283.086;Material importado;Aluminio;unidad;;0;;
1885;597.283.086;Prolongador de marco 40 Bco-Hab/Bco Pres. 6 m.;;Bco-Hab/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.086;Material importado;Aluminio;unidad;;0;;
1886;597.283.083;Prolongador de marco 40 Bco-Tit/Tit Pres. 6 m.;;Bco-Tit/Tit;;;;6.0;;;0;;0;0;;;0;QR-597.283.083;Material importado;Aluminio;unidad;;0;;
1887;597.283.084;Prolongador de marco 40 Bco-Bco/Tit Pres. 6 m.;;Bco-Bco/Tit;;;;6.0;;;0;;0;0;;;0;QR-597.283.084;Material importado;Aluminio;unidad;;0;;
1888;597.283.084;Prolongador de marco 40 Bco-Tit/Bco Pres. 6 m.;;Bco-Tit/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.084;Material importado;Aluminio;unidad;;0;;
1889;597.283.098;Prolongador de marco 40 Bco-Nut/Nut Pres. 6 m.;;Bco-Nut/Nut;;;;6.0;;;0;;0;0;;;0;QR-597.283.098;Material importado;Aluminio;unidad;;0;;
1890;597.283.099;Prolongador de marco 40 Bco-Bco/Nut Pres. 6 m.;;Bco-Bco/Nut;;;;6.0;;;0;;0;0;;;0;QR-597.283.099;Material importado;Aluminio;unidad;;0;;
1891;597.283.103;Prolongador de marco 40 Bco-Nut/Bco Pres. 6 m.;;Bco-Nut/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.103;Material importado;Aluminio;unidad;;0;;
1892;597.283.101;Prolongador de marco 40 Bco-Qrz/Qrz Pres. 6 m.;;Bco-Qrz/Qrz;;;;6.0;;;0;;0;0;;;0;QR-597.283.101;Material importado;Aluminio;unidad;;0;;
1893;597.283.102;Prolongador de marco 40 Bco-Bco/Qrz Pres. 6 m.;;Bco-Bco/Qrz;;;;6.0;;;0;;0;0;;;0;QR-597.283.102;Material importado;Aluminio;unidad;;0;;
1894;597.283.104;Prolongador de marco 40 Bco-Qrz/Bco Pres. 6 m.;;Bco-Qrz/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.283.104;Material importado;Aluminio;unidad;;0;;
1895;597.283.105;Prolongador de marco 40 Bco-Ant M/Ant M Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.105;Material importado;Aluminio;unidad;;0;;
1896;597.283.106;Prolongador de marco 40 Bco-Bco/Ant M Pres. 6 m.;;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-597.283.106;Material importado;Aluminio;unidad;;0;;
1897;597.283.107;Prolongador de marco 40 Bco-Ant M/Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.107;Material importado;Aluminio;unidad;;0;;
1898;597.283.108;Prolongador de marco 40 Bco-Black S/Black S Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.283.108;Material importado;Aluminio;unidad;;0;;
1899;597.283.109;Prolongador de marco 40 Bco-Bco/Black S Pres. 6 m.;;Bco-Bco/Black;;;;6.0;;;0;;0;0;;;0;QR-597.283.109;Material importado;Aluminio;unidad;;0;;
1900;597.283.110;Prolongador de marco 40 Bco-Bco/Black S Pres. 6 m.;;Bco-Bco/Black;;;;6.0;;;0;;0;0;;;0;QR-597.283.110;Material importado;Aluminio;unidad;;0;;
1901;561.563.701;Prolongador de marco 60 Blanco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-561.563.701;Material importado;Aluminio;unidad;;0;;
1902;597.025.075;Prolongador de marco 60 Bco-Rob/Rob Pres. 6 m.;;Bco-Rob/Rob;;;;6.0;;;0;;0;0;;;0;QR-597.025.075;Material importado;Aluminio;unidad;;0;;
1903;597.025.076;Prolongador de marco 60 Bco-Bco/Rob Pres. 6 m.;;Bco-Bco/Rob;;;;6.0;;;0;;0;0;;;0;QR-597.025.076;Material importado;Aluminio;unidad;;0;;
1904;597.025.077;Prolongador de marco 60 Bco-Rob/Bco Pres. 6 m.;;Bco-Rob/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.077;Material importado;Aluminio;unidad;;0;;
1905;597.025.081;Prolongador de marco 60  Bco-Ant L/Ant L Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.081;Material importado;Aluminio;unidad;;0;;
1906;597.025.082;Prolongador de marco 60  Bco-Bco/Ant L Pres. 6 m.;;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-597.025.082;Material importado;Aluminio;unidad;;0;;
1907;597.025.083;Prolongador de marco 60  Bco-Ant L/Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.083;Material importado;Aluminio;unidad;;0;;
1908;597.025.078;Prolongador de marco 60  Bco-B.Brow/B.Brow Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.078;Material importado;Aluminio;unidad;;0;;
1909;597.025.079;Prolongador de marco 60  Bco-Bco/B.Brow Pres. 6 m.;;Bco-Bco/B;;;;6.0;;;0;;0;0;;;0;QR-597.025.079;Material importado;Aluminio;unidad;;0;;
1910;597.025.080;Prolongador de marco 60  Bco-B.Brow/Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.080;Material importado;Aluminio;unidad;;0;;
1911;597.025.072;Prolongador de marco 60 Bco-Nog/Nog Pres. 6 m.;;Bco-Nog/Nog;;;;6.0;;;0;;0;0;;;0;QR-597.025.072;Material importado;Aluminio;unidad;;0;;
1912;597.025.074;Prolongador de marco 60 Bco-Bco/Nog Pres. 6 m.;;Bco-Bco/Nog;;;;6.0;;;0;;0;0;;;0;QR-597.025.074;Material importado;Aluminio;unidad;;0;;
1913;597.025.073;Prolongador de marco 60 Bco-Nog/Bco Pres. 6 m.;;Bco-Nog/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.073;Material importado;Aluminio;unidad;;0;;
1914;597.025.069;Prolongador de marco 60 Bco-Win/Win Pres. 6 m.;;Bco-Win/Win;;;;6.0;;;0;;0;0;;;0;QR-597.025.069;Material importado;Aluminio;unidad;;0;;
1915;597.025.070;Prolongador de marco 60 Bco-Bco/Win Pres. 6 m.;;Bco-Bco/Win;;;;6.0;;;0;;0;0;;;0;QR-597.025.070;Material importado;Aluminio;unidad;;0;;
1916;597.025.071;Prolongador de marco 60 Bco-Win/Bco Pres. 6 m.;;Bco-Win/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.071;Material importado;Aluminio;unidad;;0;;
1917;597.025.051;Prolongador de marco 60 Bco-Mon/Mon Pres. 6 m.;;Bco-Mon/Mon;;;;6.0;;;0;;0;0;;;0;QR-597.025.051;Material importado;Aluminio;unidad;;0;;
1918;597.025.052;Prolongador de marco 60 Bco-Bco/Mon Pres. 6 m.;;Bco-Bco/Mon;;;;6.0;;;0;;0;0;;;0;QR-597.025.052;Material importado;Aluminio;unidad;;0;;
1919;597.025.053;Prolongador de marco 60 Bco-Mon/Bco Pres. 6 m.;;Bco-Mon/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.053;Material importado;Aluminio;unidad;;0;;
1920;597.025.054;Prolongador de marco 60 Bco-Negro M./Negro M. Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.054;Material importado;Aluminio;unidad;;0;;
1921;597.025.055;Prolongador de marco 60 Bco-Bco/Negro M. Pres. 6 m.;;Bco-Bco/Negro;;;;6.0;;;0;;0;0;;;0;QR-597.025.055;Material importado;Aluminio;unidad;;0;;
1922;597.025.056;Prolongador de marco 60 Bco-Negro M./Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.056;Material importado;Aluminio;unidad;;0;;
1923;597.025.058;Prolongador de marco 60  Bco-Turn/Turn Pres. 6 m.;;Bco-Turn/Turn;;;;6.0;;;0;;0;0;;;0;QR-597.025.058;Material importado;Aluminio;unidad;;0;;
1924;597.025.063;Prolongador de marco 60 Bco-Bco/Turn Pres. 6 m.;;Bco-Bco/Turn;;;;6.0;;;0;;0;0;;;0;QR-597.025.063;Material importado;Aluminio;unidad;;0;;
1925;597.025.060;Prolongador de marco 60 Bco-Turn/Bco Pres. 6 m.;;Bco-Turn/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.060;Material importado;Aluminio;unidad;;0;;
1926;597.025.057;Prolongador de marco 60  Bco-Sheff A./Sheff A. Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.057;Material importado;Aluminio;unidad;;0;;
1927;597.025.059;Prolongador de marco 60 Bco-Bco/Sheff A. Pres. 6 m.;;Bco-Bco/Sheff;;;;6.0;;;0;;0;0;;;0;QR-597.025.059;Material importado;Aluminio;unidad;;0;;
1928;597.025.062;Prolongador de marco 60 Bco-Sheff A./Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.062;Material importado;Aluminio;unidad;;0;;
1929;597.025.066;Prolongador de marco 60 Bco-Hab/Hab Pres. 6 m.;;Bco-Hab/Hab;;;;6.0;;;0;;0;0;;;0;QR-597.025.066;Material importado;Aluminio;unidad;;0;;
1930;597.025.068;Prolongador de marco 60 Bco-Bco/Hab Pres. 6 m.;;Bco-Bco/Hab;;;;6.0;;;0;;0;0;;;0;QR-597.025.068;Material importado;Aluminio;unidad;;0;;
1931;597.025.067;Prolongador de marco 60 Bco-Hab/Bco Pres. 6 m.;;Bco-Hab/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.067;Material importado;Aluminio;unidad;;0;;
1932;597.025.061;Prolongador de marco 60 Bco-Tit/Tit Pres. 6 m.;;Bco-Tit/Tit;;;;6.0;;;0;;0;0;;;0;QR-597.025.061;Material importado;Aluminio;unidad;;0;;
1933;597.025.065;Prolongador de marco 60 Bco-Bco/Tit Pres. 6 m.;;Bco-Bco/Tit;;;;6.0;;;0;;0;0;;;0;QR-597.025.065;Material importado;Aluminio;unidad;;0;;
1934;597.025.064;Prolongador de marco 60 Bco-Tit/Bco Pres. 6 m.;;Bco-Tit/Bco;;;;6.0;;;0;;0;0;;;0;QR-597.025.064;Material importado;Aluminio;unidad;;0;;
1935;597.025.085;Prolongador de marco 60  Bco-Nut/Nut Pres. 6 m.;;Bco-Nut/Nut;;;;6.0;;;0;;0;0;;;0;QR-597.025.085;Material importado;Aluminio;unidad;;0;;
1936;597.025.086;Prolongador de marco 60 Bco-Bco/Nut Pres. 6 m.;;Bco-Bco/Nut;;;;6.0;;;0;;0;0;;;0;QR-597.025.086;Material importado;Aluminio;unidad;;0;;
1937;597.025.087;Prolongador de marco 60 Bco-Nut /Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.087;Material importado;Aluminio;unidad;;0;;
1938;597.025.088;Prolongador de marco 60  Bco-Qrz/Qrz Pres. 6 m.;;Bco-Qrz/Qrz;;;;6.0;;;0;;0;0;;;0;QR-597.025.088;Material importado;Aluminio;unidad;;0;;
1939;597.025.089;Prolongador de marco 60 Bco-Bco/Qrz Pres. 6 m.;;Bco-Bco/Qrz;;;;6.0;;;0;;0;0;;;0;QR-597.025.089;Material importado;Aluminio;unidad;;0;;
1940;597.025.090;Prolongador de marco 60 Bco-Qrz /Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.090;Material importado;Aluminio;unidad;;0;;
1941;597.025.091;Prolongador de marco 60  Bco-Ant M/Ant M Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.091;Material importado;Aluminio;unidad;;0;;
1942;597.025.092;Prolongador de marco 60 Bco-Bco/Ant M Pres. 6 m.;;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-597.025.092;Material importado;Aluminio;unidad;;0;;
1943;597.025.094;Prolongador de marco 60 Bco-Ant M /Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.094;Material importado;Aluminio;unidad;;0;;
1944;597.025.095;Prolongador de marco 60  Bco-Black S/Black S Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.095;Material importado;Aluminio;unidad;;0;;
1945;597.025.096;Prolongador de marco 60 Bco-Bco/Black S Pres. 6 m.;;Bco-Bco/Black;;;;6.0;;;0;;0;0;;;0;QR-597.025.096;Material importado;Aluminio;unidad;;0;;
1946;597.025.097;Prolongador de marco 60 Bco-Black S /Bco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-597.025.097;Material importado;Aluminio;unidad;;0;;
1947;264.306.001;Refuerzo 35x5 mm para prolongador de marco 20 Pres. 6 m.;Refuerzo;;;;;5.0;;;0;;0;0;;;0;QR-264.306.001;Material importado;Aluminio;unidad;;0;;
1948;252.775.111;Refuerzo 35x25/2 mm para prolongador de marco 40 Pres. 6 m.;Refuerzo;;;;;2.0;;;0;;0;0;;;0;QR-252.775.111;Material importado;Aluminio;unidad;;0;;
1949;249.934.001;Refuerzo 35x28/2 mm para prolongador de marco 60 Pres. 6 m.;Refuerzo;;;;;2.0;;;0;;0;0;;;0;QR-249.934.001;Material importado;Aluminio;unidad;;0;;
1950;541.220.701;Recubrimiento de galce Blanco Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-541.220.701;Material importado;Aluminio;unidad;;0;;
1951;541.220.114;Recubrimiento de galce Caramelo Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-541.220.114;Material importado;Aluminio;unidad;;0;;
1952;541.220.002;Recubrimiento galce Marrón Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-541.220.002;Material importado;Aluminio;unidad;;0;;
1953;639.243.001;Barrotillo con cinta adhesiva Blanco Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-639.243.001;Material importado;Aluminio;unidad;;0;;
1954;593.700.090;Barrotillo con cinta adhesiva Bco-Rob Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.090;Material importado;Aluminio;unidad;;0;;
1955;593.700.092;Barrotillo con cinta adhesiva Bco-Ant L Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.092;Material importado;Aluminio;unidad;;0;;
1956;593.700.091;Barrotillo con cinta adhesiva Bco-B.Brow Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.091;Material importado;Aluminio;unidad;;0;;
1957;593.700.088;Barrotillo con cinta adhesiva Bco-Nog Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.088;Material importado;Aluminio;unidad;;0;;
1958;593.700.087;Barrotillo con cinta adhesiva Bco-Win Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.087;Material importado;Aluminio;unidad;;0;;
1959;593.700.069;Barrotillo con cinta adhesiva Bco-Mon Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.069;Material importado;Aluminio;unidad;;0;;
1960;593.700.072;Barrotillo con cinta adhesiva Bco-Negro M. Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.072;Material importado;Aluminio;unidad;;0;;
1961;593.700.078;Barrotillo con cinta adhesiva Bco-Turn Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.078;Material importado;Aluminio;unidad;;0;;
1962;593.700.077;Barrotillo con cinta adhesiva Bco-Sheff A. Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.077;Material importado;Aluminio;unidad;;0;;
1963;593.700.083;Barrotillo con cinta adhesiva Bco-Hab Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.083;Material importado;Aluminio;unidad;;0;;
1964;593.700.082;Barrotillo con cinta adhesiva Bco-Tit Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.082;Material importado;Aluminio;unidad;;0;;
1965;593.700.110;Barrotillo con cinta adhesiva Bco-Ant M Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.110;Material importado;Aluminio;unidad;;0;;
1966;593.700.118;Barrotillo con cinta adhesiva Bco-Black S Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.118;Material importado;Aluminio;unidad;;0;;
1967;593.700.108;Barrotillo con cinta adhesiva Bco-Nut Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.108;Material importado;Aluminio;unidad;;0;;
1968;593.700.109;Barrotillo con cinta adhesiva Bco-Qrz Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-593.700.109;Material importado;Aluminio;unidad;;0;;
1969;550.320.376;Cuarto caña 17 mm Blanco Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-550.320.376;Material importado;Aluminio;unidad;;0;;
1970;555.320.024;Cuarto caña 17 mm Bco-Win Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.024;Material importado;Aluminio;unidad;;0;;
1971;555.320.018;Cuarto caña 17 mm Bco-Turn Pres. 5.8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.018;Material importado;Aluminio;unidad;;0;;
1972;555.320.022;Cuarto caña 17 mm Bco-Tit Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.022;Material importado;Aluminio;unidad;;0;;
1973;555.320.017;Cuarto caña 17 mm Bco-Sheff A. Pres. 5.8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.017;Material importado;Aluminio;unidad;;0;;
1974;555.320.027;Cuarto caña 17 mm Bco-Rob Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.027;Material importado;Aluminio;unidad;;0;;
1975;555.320.026;Cuarto caña 17 mm Bco-Nog Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.026;Material importado;Aluminio;unidad;;0;;
1976;555.320.014;Cuarto caña 17 mm Bco-Negro M. Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.014;Material importado;Aluminio;unidad;;0;;
1977;555.320.010;Cuarto caña 17 mm Bco-Mon Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.010;Material importado;Aluminio;unidad;;0;;
1978;555.320.023;Cuarto caña 17 mm Bco-Hab Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.023;Material importado;Aluminio;unidad;;0;;
1979;555.320.025;Cuarto caña 17 mm Bco-B.Brow Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.025;Material importado;Aluminio;unidad;;0;;
1980;555.320.028;Cuarto caña 17 mm Bco- Ant L Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.028;Material importado;Aluminio;unidad;;0;;
1981;555.320.034;Cuarto caña 17 mm Bco-Ant M Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.034;Material importado;Aluminio;unidad;;0;;
1982;555.320.035;Cuarto caña 17 mm Bco-Black S Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.035;Material importado;Aluminio;unidad;;0;;
1983;555.320.032;Cuarto caña 17 mm Bco-Nut Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.032;Material importado;Aluminio;unidad;;0;;
1984;555.320.033;Cuarto caña 17 mm Bco-Qrz Pres. 5,8 m.;;;;;;17.0;;;0;;0;0;;;0;QR-555.320.033;Material importado;Aluminio;unidad;;0;;
1985;560.007.058;Contramarco 50 mm Blanco Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-560.007.058;Material importado;Aluminio;unidad;;0;;
1986;597.007.073;Contramarco 50 mm Bco-Rob Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.073;Material importado;Aluminio;unidad;;0;;
1987;597.007.047;Contramarco 50 mm Bco-Ant L Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.047;Material importado;Aluminio;unidad;;0;;
1988;597.007.079;Contramarco 50 mm Bco-B.Brow Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.079;Material importado;Aluminio;unidad;;0;;
1989;597.007.072;Contramarco 50 mm Bco-Nog Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.072;Material importado;Aluminio;unidad;;0;;
1990;597.007.071;Contramarco 50 mm Bco-Win Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.071;Material importado;Aluminio;unidad;;0;;
1991;597.007.057;Contramarco 50 mm Bco-Mon Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.057;Material importado;Aluminio;unidad;;0;;
1992;597.007.060;Contramarco 50 mm Bco-Negro M. Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.060;Material importado;Aluminio;unidad;;0;;
1993;597.007.063;Contramarco 50 mm Bco-Turn Pres. 5,8 m.;;;;;;50.0;;;0;;0;0;;;0;QR-597.007.063;Material importado;Aluminio;unidad;;0;;
